样本ID,标签,城市匹配度,学历匹配度,经验是否满足,经验差值,经验差值归一化,技能Jaccard,核心技能命中率,技能覆盖度,岗位-经历文本相似度,岗位-求职意向相似度,专业匹配度,证书命中数,简历ID,岗位ID,简历姓名,岗位名称,公司名称,简历居住地,岗位城市,距离(km),简历学历,岗位学历要求,简历工作年限,岗位经验要求,简历技能数,岗位核心技能数,技能命中数,岗位要求证书数,简历证书数,未满足维度数,负样本来源
46416,0,0,2,0,-2,-0.4,0.0,0.0,0.0,0.025472,0.0,0,0,414,6289,冯瑶,内贸业务员（半导体存储芯片行业）,浙江新大集团有限公司,漳州,湖州,748.9,本科,大专,3,5-10年,6,3,0,0,2,3,随机错位配对
46417,0,0,1,0,-3,-0.6,0.0,0.0,0.0,0.006003,0.0,0,0,39,8418,邓飞,高级财务经理,苏州芯曌科技有限公司,三明,苏州,629.8,本科,本科,2,5-10年,8,4,0,0,1,3,维度不满足(≥2项)
46420,0,0,0,0,-3,-0.6,0.0,0.0,0.0,0.014583,0.0,0,0,352,8054,林悦,质检主管,苏州国信同创玻璃科技有限公司,三明,苏州,629.8,大专,本科,2,5-10年,9,3,0,0,1,4,随机错位配对
46423,0,0,1,0,4,0.8,0.0,0.0,0.0,0.006096,0.065472,1,0,209,6328,马子轩,设备工程师,浙江德奥智能装备有限公司,厦门,湖州,739.4,本科,本科,5,1-3年,7,0,0,0,1,3,维度不满足(≥2项)
46424,0,0,1,0,-3,-0.6,0.0,0.0,0.0,0.0,0.008786,1,0,370,7709,吴博文,车联网运维工程师,新大洲本田摩托有限公司,广州,苏州,1161.4,本科,本科,0,3-5年,4,9,0,0,2,3,维度不满足(≥2项)
46426,0,0,1,0,-1,-0.2,0.0,0.0,0.0,0.002429,0.009221,0,0,299,1096,杜一诺,资产评估师,厦门国贸资本集团有限公司,南昌,厦门,517.0,本科,本科,4,5-10年,9,1,0,0,2,3,随机错位配对
46427,0,0,2,0,-1,-0.2,0.0,0.0,0.0,0.00381,0.0,0,0,204,5677,赵彬,医院客服5K-7K（嘉兴）,杭州人民口腔医院集团有限公司,龙岩,嘉兴,729.6,大专,高中,0,1-3年,4,4,0,0,2,3,随机错位配对
46431,0,0,2,0,-3,-0.6,0.0,0.0,0.0,0.006287,0.053609,1,0,359,7760,冯梦瑶,系统研发工程师,聚鼎科技(苏州)有限公司,福州,苏州,595.0,本科,大专,0,3-5年,5,6,0,0,0,3,维度不满足(≥2项)
46434,1,1,1,1,2,0.4,0.1,0.2,0.166667,0.047057,0.066143,1,0,206,2773,汤雨泽,高级java工程师,米足(泉州)品牌管理有限公司,宁德,泉州,217.3,本科,本科,3,1-3年,6,5,1,0,0,0,
46437,1,1,2,1,1,0.2,0.083333,0.25,0.111111,0.066787,0.0,1,0,237,2426,孙璐,it运维专员（云霄县）,漳州市万佳华盛化工有限公司,南平,漳州,242.7,本科,大专,2,1-3年,9,4,1,0,1,0,
46438,1,1,1,1,5,1.0,0.0625,0.125,0.111111,0.000974,0.0,1,0,271,7392,卢阳,IT运维实习生,泰康之家经营管理有限公司,宁波,苏州,183.2,本科,本科,5,实习,9,8,1,0,1,0,
46439,1,1,1,1,2,0.4,0.090909,0.2,0.142857,0.041349,0.204911,1,0,43,60,田莉,OA开发工程师,软通动力信息技术(集团)股份有限公司,漳州,厦门,44.6,本科,本科,5,3-5年,7,5,1,0,2,0,
46440,0,0,0,0,-3,-0.6,0.0,0.0,0.0,0.007186,0.0,0,0,381,4554,孙佳,质量管理,宁波市海晟医疗科技有限公司,漳州,宁波,709.3,大专,本科,0,3-5年,6,1,0,0,1,4,维度不满足(≥2项)
46442,1,1,2,1,0,0.0,0.076923,0.142857,0.142857,0.002493,0.013499,1,0,142,245,江琳,Python爬虫工程师【线上兼职】,云南广地建筑设计有限公司,南平,厦门,240.4,本科,不限,0,SQL,7,7,1,0,3,0,
46443,1,1,2,1,2,0.4,0.125,0.333333,0.166667,0.019186,0.091096,1,0,175,177,严刚,系统工程师,宫崎科技(厦门)有限公司,龙岩,厦门,127.0,本科,不限,2,软件/IT服务,6,3,1,0,1,0,
46447,1,1,2,1,5,1.0,0.111111,0.333333,0.142857,0.020043,0.018409,1,0,310,1428,唐梓轩,大模型AI应用开发-福州,鑫锡软件(朝阳)有限公司,龙岩,福州,253.8,本科,不限,5,Python,7,3,1,0,3,0,
46448,1,1,1,1,0,0.0,0.083333,0.333333,0.1,0.04608,0.117896,1,0,122,543,姜鹏,测试工程师,河北艾钉科技有限公司,泉州,厦门,73.7,本科,本科,3,3-5年,10,3,1,0,1,0,
46449,1,1,1,1,0,0.0,0.142857,0.333333,0.2,0.021458,0.133585,1,0,359,3373,冯梦瑶,测试工程师（永安贡川镇）,上海市翔丰华科技股份有限公司,福州,三明,167.0,本科,本科,0,性能测试,5,3,1,0,0,0,
46450,0,0,1,1,0,0.0,0.0,0.0,0.0,0.005467,0.0,0,0,320,3951,邱一诺,保税手册管理员,达尔曼研磨产品(常熟)有限公司,佛山,苏州,1179.8,本科,本科,1,1-3年,9,3,0,0,2,2,维度不满足(≥2项)
46452,0,1,2,0,-2,-0.4,0.0,0.0,0.0,0.048588,0.025991,0,0,118,8572,陈阳,报表交付工程师,苏州复盈新材股份有限公司,苏州,苏州,0.0,本科,大专,3,5-10年,9,4,0,0,2,2,随机错位配对
46455,0,0,1,1,5,1.0,0.0,0.0,0.0,0.018722,0.066644,1,0,89,2850,邵静,机器视觉算法工程师,福建南方路面机械股份有限公司,东莞,泉州,541.5,本科,本科,5,工业目标检测,9,6,0,0,2,2,随机错位配对
46457,1,1,1,1,3,0.6,0.090909,0.2,0.142857,0.005608,0.149843,1,0,114,7704,严皓,赴日JAVA开发工程师,凌志软件,宁波,苏州,183.2,本科,本科,8,5-10年,7,5,1,0,1,0,
46458,1,1,1,1,1,0.2,0.045455,0.0625,0.142857,0.012868,0.0,1,0,436,27,龚佳,高级Java开发,金网信通(大连)信息技术有限公司,龙岩,厦门,127.0,本科,本科,6,5-10年,7,16,1,0,2,0,
46459,1,1,1,1,0,0.0,0.071429,0.2,0.1,0.020123,0.008464,1,0,428,7699,贾飞,上机位开发工程师,国创科学仪器(苏州)有限公司,南京,苏州,189.3,本科,本科,3,3-5年,10,5,1,0,1,0,
46460,0,1,0,1,1,0.2,0.0,0.0,0.0,0.005115,0.0,0,0,443,3239,吕娟,财务管培生,固美金属股份有限公司,龙岩,泉州,168.9,本科,硕士,1,初级会计,6,2,0,0,1,2,维度不满足(≥2项)
46465,1,1,1,1,3,0.6,0.076923,0.2,0.111111,0.007127,0.040572,1,0,118,7371,陈阳,嵌入式工程师,中国科学院过程工程研究所,苏州,苏州,0.0,本科,本科,3,ARM处理器,9,5,1,0,2,0,
46469,1,1,1,1,2,0.4,0.090909,0.333333,0.111111,0.025494,0.0,0,0,277,7748,蒋杰,数字IC设计/验证[base·西安],信必优(深圳)信息技术有限公司广州分公司,杭州,苏州,121.7,本科,本科,3,1-3年,9,3,1,0,2,0,
46471,1,1,1,1,9,1.8,0.230769,0.3,0.5,0.053609,0.011948,0,0,11,7830,苏杰,智慧水务模型工程师（噪声污染防治实验室） G00712,清华苏州环境创新研究院,苏州,苏州,0.0,本科,本科,9,深度学习,6,10,3,0,1,0,
46472,1,1,1,1,1,0.2,0.181818,0.285714,0.333333,0.004739,0.020608,1,0,424,3580,崔辉,软件工程师,苏州拓迪软件科技有限公司,杭州,苏州,121.7,本科,本科,4,3-5年,6,7,2,0,2,0,
46475,1,1,1,1,8,1.6,0.076923,0.25,0.1,0.018879,0.061578,1,0,188,1949,王雨桐,数据运维工程师,福建奔驰汽车有限公司,泉州,福州,147.2,本科,本科,8,数据库运维,10,4,1,0,3,0,
46478,0,1,1,0,4,0.8,0.0,0.0,0.0,0.006935,0.105762,0,0,457,629,曹浩,质量工程师,厦门市威思朗光电科技有限公司,龙岩,厦门,127.0,大专,大专,7,3-5年,10,2,0,0,2,2,维度不满足(≥2项)
46480,1,1,2,1,1,0.2,0.071429,0.166667,0.111111,0.007665,0.081214,0,0,461,2347,龙安然,网络工程师,泉州市嘉华卫生用品有限公司,泉州,漳州,111.5,本科,大专,2,1-3年,9,6,1,0,1,0,
46481,1,1,2,1,0,0.0,0.076923,0.25,0.1,0.120484,1.0,1,0,446,1974,魏勇,运维工程师,福建省宇伦信息技术有限公司,三明,福州,167.0,本科,大专,1,1-3年,10,4,1,0,0,0,
46484,0,0,2,1,0,0.0,0.0,0.0,0.0,0.006669,0.0,1,0,53,6610,秦娜,高薪运维技术员（安庆怀宁）,南京贝毅环保科技有限公司,珠海,安庆,979.1,大专,中专/中技,0,设备维修,6,2,0,0,0,2,维度不满足(≥2项)
46485,1,1,1,1,2,0.4,0.083333,0.333333,0.1,0.00448,0.099819,1,0,403,7886,卢杰,软件开发工程师,上海集灵信息技术有限公司,苏州,苏州,0.0,本科,本科,2,C++,10,3,1,0,2,0,
46486,0,1,1,1,2,0.4,0.0,0.0,0.0,0.004967,0.0,1,0,43,3042,田莉,高级PQC主管,泉州时代新能源科技有限公司,漳州,泉州,111.5,本科,本科,5,3-5年,7,2,0,1,2,1,随机错位配对
46488,0,0,0,1,0,0.0,0.0,0.0,0.0,0.006606,0.009118,0,0,315,1183,龚瑶,卓越研发工程师,顶点软件,东莞,福州,655.7,大专,本科,0,JavaScript,5,5,0,0,3,3,维度不满足(≥2项)
46495,1,1,1,1,7,1.4,0.083333,0.333333,0.1,0.002668,0.0,0,0,245,2005,高燕,网络技术实习生,福建星网锐捷智教科技有限公司,漳州,福州,240.0,本科,本科,7,数通网络,10,3,1,0,1,0,
46497,0,0,0,1,0,0.0,0.0,0.0,0.0,0.005971,0.052594,0,0,122,7186,姜鹏,树脂研发工程师,浙江旭川树脂有限公司,泉州,丽水,416.7,本科,硕士,3,3-5年,10,2,0,0,1,3,维度不满足(≥2项)
46498,1,1,1,1,0,0.0,0.083333,0.166667,0.142857,0.019422,0.017993,1,0,453,76,杨宇泽,嵌入式软件工程师（网关）,厦门立林智能科技有限公司,福州,厦门,214.6,本科,本科,3,3-5年,7,6,1,0,0,0,
46499,0,1,1,0,-1,-0.2,0.0,0.0,0.0,0.019424,0.0,0,0,37,3164,李皓,品牌经理,回头客食品集团股份有限公司,莆田,泉州,70.6,本科,本科,0,1-3年,6,3,0,0,2,2,随机错位配对
46501,1,1,1,1,0,0.0,0.125,0.2,0.25,0.006746,0.074671,1,0,222,1572,傅雨泽,系统运维工程师,福建凯森信息科技有限公司,三明,福州,167.0,本科,本科,3,3-5年,8,10,2,0,1,0,
46508,1,1,1,1,1,0.2,0.066667,0.125,0.125,0.012782,0.0,0,0,226,4311,曾峰,总经理助理,宁波新容电器科技有限公司,苏州,宁波,183.2,本科,本科,2,1-3年,8,8,1,0,1,0,
46510,0,0,1,1,0,0.0,0.0,0.0,0.0,0.006762,0.0,0,0,148,3514,姜燕,亚马逊运营专员,莆田市希永贸易有限公司,广州,莆田,636.4,本科,本科,0,亚马逊,7,3,0,0,2,2,维度不满足(≥2项)
46511,0,0,0,1,0,0.0,0.0,0.0,0.0,0.01177,0.0,0,0,488,8389,白若曦,云计算技术经理(J10771),卓望信息技术(北京)有限公司,佛山,苏州,1179.8,大专,本科,0,linux,6,4,0,1,1,3,随机错位配对
46517,1,1,1,1,2,0.4,0.071429,0.142857,0.125,0.005071,0.090895,1,0,259,7667,崔莉,算法工程师,华工激光,南京,苏州,189.3,本科,本科,3,1-3年,8,7,1,0,1,0,
46518,0,0,0,0,-3,-0.6,0.0,0.0,0.0,0.096273,0.044551,1,0,254,7986,何博,自动化测试,京北方,厦门,苏州,797.1,大专,本科,0,3-5年,7,1,0,0,2,4,维度不满足(≥2项)
46519,1,1,2,1,0,0.0,0.066667,0.1,0.166667,0.0,0.0,1,0,134,7350,朱天佑,数据算力技术员,苏州福泽能源科技有限公司,宁波,苏州,183.2,大专,不限,0,Python,6,10,1,0,0,0,
46520,0,0,1,0,-3,-0.6,0.0,0.0,0.0,0.01164,0.055956,1,0,381,8345,孙佳,售后运维工程师,苏州芯安氪科技有限公司,漳州,苏州,808.3,大专,大专,0,3-5年,6,3,0,0,1,3,维度不满足(≥2项)
46522,0,0,1,1,4,0.8,0.0,0.0,0.0,0.010195,0.0,1,0,299,4964,杜一诺,产品开发助理,宁波万时集团有限公司,南昌,宁波,566.5,本科,本科,4,健身器材,9,3,0,0,2,2,维度不满足(≥2项)
46523,0,0,0,0,-1,-0.2,0.0,0.0,0.0,0.0,0.044143,1,0,460,2507,邵峰,光刻工艺工程师,厦门恒坤新材料科技股份有限公司,南京,漳州,847.0,大专,本科,0,1-3年,4,1,0,0,1,4,随机错位配对
46524,1,1,1,1,0,0.0,0.181818,0.285714,0.333333,0.0,0.062409,1,0,364,189,廖慧,中级java工程师,厦门争新科技有限公司,三明,厦门,203.0,本科,本科,5,5-10年,6,7,2,0,2,0,
46528,0,1,2,0,-1,-0.2,0.0,0.0,0.0,0.0,0.0,0,0,178,2719,陶晨,招投标专员,福建文达森信息科技有限公司,南平,南平,0.0,本科,大专,0,1-3年,7,2,0,0,2,2,随机错位配对
46529,0,0,2,1,3,0.6,0.0,0.0,0.0,0.01418,0.0,0,0,454,2256,蒋辉,电商运营专员,广州中广电电子科技有限公司,佛山,福州,711.0,本科,不限,3,淘宝/天猫,8,3,0,0,2,2,维度不满足(≥2项)
46530,1,1,1,1,2,0.4,0.25,0.375,0.428571,0.025936,0.197533,1,0,209,1229,马子轩,Java工程师（国企、周末双休，五险一金）,凯特科技,厦门,福州,214.6,本科,本科,5,3-5年,7,8,3,0,1,0,
46531,0,0,1,1,1,0.2,0.0,0.0,0.0,0.018654,0.083232,1,0,231,4128,张璐,ai算法工程师,宁波鑫濠智能科技有限公司,福州,宁波,476.3,本科,本科,2,1-3年,9,4,0,0,3,2,维度不满足(≥2项)
46532,0,0,2,1,2,0.4,0.0,0.0,0.0,0.009191,0.026259,1,0,27,3946,宋超,市场开发专员,上海玖薇尔科技有限责任公司常熟分公司,南昌,苏州,540.6,大专,高中,3,1-3年,7,3,0,0,2,2,维度不满足(≥2项)
46533,0,0,1,0,-1,-0.2,0.0,0.0,0.0,0.019482,0.048979,1,0,285,4403,汤健,车载视觉算法工程师,鑫锡软件(朝阳)有限公司,莆田,宁波,553.0,大专,大专,0,1-3年,6,5,0,0,0,3,维度不满足(≥2项)
46538,0,0,0,1,2,0.4,0.0,0.0,0.0,0.018033,0.07379,1,0,304,1305,魏晨,金融数据开发工程师(AMB01E05),顶点软件,佛山,福州,711.0,大专,本科,3,1-3年,6,6,0,0,1,3,随机错位配对
46540,1,1,2,1,0,0.0,0.125,0.333333,0.166667,0.013408,0.0,0,0,4,3039,许洋,DQE,安溪县尚品千艺模型有限公司,南平,泉州,203.1,本科,大专,3,3-5年,6,3,1,1,1,0,
46541,1,1,2,1,1,0.2,0.076923,0.2,0.111111,0.008509,0.013802,1,0,131,861,郝洋,IT售后工程师（虚拟化&备份方向）,翰林汇力(福建)信息技术有限公司,宁德,厦门,283.2,本科,大专,4,3-5年,9,5,1,1,0,0,
46543,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,397,250,蔡伟,厦门-数据分析岗,太平洋产险,深圳,厦门,464.1,大专,本科,0,Python,4,4,0,0,1,3,随机错位配对
46544,0,0,2,0,4,0.8,0.0,0.0,0.0,0.003467,0.0,1,0,455,4444,郭梓涵,银行功能测试,北京汉克时代科技有限公司,深圳,宁波,1104.4,本科,大专,5,1-3年,6,2,0,0,1,3,维度不满足(≥2项)
46545,1,1,1,1,6,1.2,0.4,0.666667,0.5,0.019994,0.0474,1,0,228,154,曹洋,软件开发推进工程师,友达光电(厦门)有限公司,莆田,厦门,140.6,本科,本科,6,Java,8,6,4,0,2,0,
46547,0,1,0,0,-3,-0.6,0.0,0.0,0.0,0.009375,0.0,0,0,368,2244,李紫涵,董事长助理,福建环信循环科技股份有限公司,龙岩,福州,253.8,大专,硕士,0,3-5年,5,2,0,0,1,3,随机错位配对
46548,0,1,2,0,-2,-0.4,0.0,0.0,0.0,0.012086,0.0,1,0,449,6134,林欣,产品质量经理,浙江大祥,南京,湖州,178.6,本科,大专,3,5-10年,7,2,0,0,0,2,随机错位配对
46549,1,1,1,1,1,0.2,0.181818,0.285714,0.333333,0.019873,0.014645,0,0,261,1275,钱天佑,AI工程师,福建经纬互通科技有限公司,龙岩,福州,253.8,本科,本科,2,1-3年,6,7,2,0,1,0,
46551,0,0,1,1,2,0.4,0.0,0.0,0.0,0.010975,0.0,0,0,401,6214,马平,QC主管,乐源健康科技(湖州)有限公司,莆田,湖州,616.3,大专,大专,5,3-5年,6,4,0,0,2,2,随机错位配对
46554,1,1,2,1,0,0.0,0.3,0.5,0.428571,0.095741,0.442687,1,0,236,2847,罗建,数据分析师（pmc方向）,福建省晋江市华宇织造有限公司,宁德,泉州,217.3,本科,大专,1,1-3年,7,6,3,0,1,0,
46556,1,1,1,1,2,0.4,0.153846,0.333333,0.222222,0.019996,0.0,0,0,223,328,郑鑫,投资研究员,厦门立坤建设发展有限公司,福州,厦门,214.6,本科,本科,3,1-3年,9,6,2,0,3,0,
46560,1,1,2,1,1,0.2,0.1,0.2,0.166667,0.007619,0.01879,1,0,443,3433,吕娟,数据分析师,莆田市曦盛嘉业科技有限公司,龙岩,莆田,203.9,本科,高中,1,产业互联网平台,6,5,1,0,1,0,
46563,1,1,1,1,0,0.0,0.0625,0.090909,0.166667,0.0,0.081976,1,0,412,2886,钱天佑,嵌入式软件工程师,泉州市朗旭电子科技有限公司,南平,泉州,203.1,本科,本科,0,C语言,6,11,1,0,1,0,
46567,0,0,1,1,0,0.0,0.076923,0.2,0.111111,0.00304,0.043271,0,0,185,5190,叶彬,光学检测工程师,长春长光辰英生物科学仪器有限公司,珠海,嘉兴,1182.3,本科,本科,3,3-5年,9,5,1,0,2,1,随机错位配对
46568,0,0,1,1,3,0.6,0.0,0.0,0.0,0.006188,0.01193,1,0,176,628,郭丽,音频测试工程师（27届校招）(J12333),厦门亿联网络技术股份有限公司,杭州,厦门,675.4,本科,本科,3,音频测试,8,1,0,0,0,2,维度不满足(≥2项)
46569,1,1,1,1,2,0.4,0.133333,0.2,0.285714,0.0,0.042631,1,0,198,35,范峰,java工程师,厦门瀚海潮升科技有限公司,莆田,厦门,140.6,本科,本科,3,1-3年,7,10,2,0,1,0,
46573,0,0,0,0,-3,-0.6,0.0,0.0,0.0,0.004871,0.054279,1,0,160,492,戴璐,c#上位机软件开发工程师,厦门力晟传感科技有限公司,苏州,厦门,797.1,本科,硕士,0,3-5年,6,4,0,0,1,4,随机错位配对
46574,0,0,1,0,-3,-0.6,0.0,0.0,0.0,0.022622,0.069236,0,0,408,4501,史明,中级工程师,得力集团,漳州,宁波,709.3,本科,本科,2,5-10年,10,1,0,0,2,3,维度不满足(≥2项)
46577,0,0,2,1,0,0.0,0.0,0.0,0.0,0.070454,0.0,0,0,203,1956,周雨桐,技术员,福建向导科技有限公司,杭州,福州,474.6,本科,中专/中技,0,计算机硬件,7,2,0,0,1,2,维度不满足(≥2项)
46580,0,0,1,1,0,0.0,0.0,0.0,0.0,0.012954,0.091052,1,0,224,5091,李芳,前端开发工程师,浙江精创教育科技有限公司,泉州,嘉兴,685.0,本科,本科,0,JavaScript,7,4,0,0,2,2,维度不满足(≥2项)
46584,1,1,1,1,2,0.4,0.090909,0.25,0.125,0.017188,0.073184,1,0,226,7274,曾峰,Java开发工程师,北京鼎腾科技有限公司,苏州,苏州,0.0,本科,本科,2,Spring,8,4,1,0,1,0,
46587,1,1,1,1,0,0.0,0.066667,0.125,0.125,0.036163,0.079294,1,0,459,3440,余丽,后端开发工程师,三棵树涂料股份有限公司,宁德,莆田,147.0,本科,本科,3,3-5年,8,8,1,0,2,0,
46589,0,0,1,1,1,0.2,0.0,0.0,0.0,0.005327,0.018041,0,0,82,6542,程强,汽车项目管理工程师 驱动电机方向,安徽实日驱动科技有限公司,厦门,安庆,678.3,本科,本科,4,3-5年,7,3,0,0,3,2,维度不满足(≥2项)
46592,1,1,1,1,3,0.6,0.1,1.0,0.1,0.008897,0.010559,1,0,428,6519,贾飞,雷达算法工程师,浙江兆弟控股有限公司,南京,湖州,178.6,本科,本科,3,工业自动化/机器人,10,1,1,0,1,0,
46595,1,1,1,1,1,0.2,0.076923,0.25,0.1,0.017125,0.036144,0,1,408,404,史明,失效分析制程工程师,友达智慧行动系统(厦门)有限公司,漳州,厦门,44.6,本科,本科,2,1-3年,10,4,1,1,2,0,
46597,1,1,2,1,0,0.0,0.083333,0.25,0.111111,0.123282,1.0,1,0,287,1974,宋鹏,运维工程师,福建省宇伦信息技术有限公司,莆田,福州,76.9,本科,大专,1,1-3年,9,4,1,0,1,0,
46602,0,0,2,1,0,0.0,0.0,0.0,0.0,0.002618,0.0,1,0,397,3104,蔡伟,数据分析员,泉州市携创美酷咨询服务有限责任公司,深圳,泉州,536.9,大专,不限,0,免费岗前培训,4,1,0,0,1,2,维度不满足(≥2项)
46603,0,1,2,0,-1,-0.2,0.0,0.0,0.0,0.007102,0.0,0,0,450,5838,薛皓,水果采购,陕西大秦果果商贸有限公司,南京,嘉兴,236.3,本科,大专,0,1-3年,4,2,0,0,1,2,随机错位配对
46604,1,1,1,1,0,0.0,0.0625,0.125,0.111111,0.005116,0.018721,1,0,339,1244,谢静,福州-Java工程师(J15728),先进数通,漳州,福州,240.0,本科,本科,3,3-5年,9,8,1,0,1,0,
46605,1,1,1,1,2,0.4,0.071429,0.2,0.1,0.030405,0.109434,1,0,140,326,林健,Linux 车载应用开发工程师,图创蔚蓝(沈阳)科技有限公司,三明,厦门,203.0,本科,本科,5,3-5年,10,5,1,0,0,0,
46606,0,1,1,0,-2,-0.4,0.0,0.0,0.0,0.021687,0.0,0,0,471,3339,金阳,新媒体运营,锐仕方达人才科技集团有限公司,三明,泉州,186.5,大专,大专,1,3-5年,6,3,0,0,3,2,随机错位配对
46607,1,1,1,1,2,0.4,0.076923,0.166667,0.125,0.037437,0.041758,1,0,475,7313,武刚,全栈开发或java开发,东华软件股份公司,杭州,苏州,121.7,本科,本科,5,3-5年,8,6,1,0,1,0,
46610,0,0,1,1,2,0.4,0.071429,0.2,0.1,0.007815,0.073184,1,0,468,7660,潘俊,软件测试工程师,天镜韵湖(昆山)科技有限公司,珠海,苏州,1220.9,本科,本科,3,1-3年,10,5,1,0,1,1,随机错位配对
46614,1,1,1,1,0,0.0,0.076923,0.25,0.1,0.0,0.024132,1,0,351,1256,陆语桐,java工程师（福州）,北京神州数字科技有限公司,宁德,福州,70.2,本科,本科,3,3-5年,10,4,1,0,0,0,
46616,0,1,1,1,0,0.0,0.0,0.0,0.0,0.024843,0.0,1,0,321,2590,孙梅,辅助驾驶数据2027届实习生（在福建福州上班）,福州云之景科技有限公司,福州,龙岩,253.8,大专,大专,0,图像标注,5,3,0,0,3,1,随机错位配对
46618,1,1,1,1,0,0.0,0.111111,0.25,0.166667,0.022467,0.0,0,0,109,952,彭霞,运营助理,厦门醒图文化传媒有限公司,龙岩,厦门,127.0,大专,大专,0,接受无经验,6,4,1,0,0,0,
46619,0,0,1,0,-2,-0.4,0.0,0.0,0.0,0.035154,0.0,0,0,422,974,郑峰,总行信息技术部——业务分析岗（BA）,厦门银行股份有限公司,苏州,厦门,797.1,本科,本科,3,5-10年,7,1,0,0,2,3,随机错位配对
46620,1,1,1,1,0,0.0,0.153846,0.333333,0.222222,0.0,0.003615,1,0,223,1585,郑鑫,Automation Software Engineer/自动化软件工程…,福州高意通讯有限公司,福州,福州,0.0,本科,本科,3,3-5年,9,6,2,0,3,0,
46629,0,0,0,1,1,0.2,0.0,0.0,0.0,0.042433,0.064465,1,0,9,4452,向雪,测试工程师,上海天正信息科技有限公司,泉州,宁波,623.5,大专,本科,2,1-3年,10,1,0,0,2,3,随机错位配对
46631,0,0,1,1,0,0.0,0.0,0.0,0.0,0.022426,0.0,1,0,311,4835,王彬,产品助理,天泽(宁波)数字科技有限公司,漳州,宁波,709.3,本科,本科,0,B端产品,4,2,0,0,0,2,随机错位配对
46632,0,1,1,0,-1,-0.2,0.0,0.0,0.0,0.010819,0.12759,1,0,63,5035,钱晨,软件工程师,宁波德业科技股份有限公司,苏州,嘉兴,63.3,本科,本科,0,1-3年,5,2,0,0,1,2,随机错位配对
46635,1,1,1,1,2,0.4,0.090909,0.2,0.142857,0.003433,0.0,1,0,98,3432,刘恒,中台数据专员,汕头市金帆信息技术有限公司,宁德,莆田,147.0,大专,大专,2,数据分析,7,5,1,0,2,0,
46637,0,0,1,1,4,0.8,0.0,0.0,0.0,0.009815,0.047524,1,0,417,8085,邵恒,实验室测试工程师,苏州旭光聚合物有限公司,深圳,苏州,1168.9,本科,本科,4,气相色谱仪,8,3,0,0,1,2,维度不满足(≥2项)
46640,0,1,1,0,-2,-0.4,0.0,0.0,0.0,0.027135,0.035813,1,0,379,494,周倩,BMS软件资深工程师,厦门新能安科技有限公司,福州,厦门,214.6,本科,本科,1,3-5年,8,1,0,0,1,2,维度不满足(≥2项)
46642,1,1,1,1,3,0.6,0.095238,0.133333,0.25,0.031504,0.101483,1,0,229,4290,刘安然,运维工程师,燧浦(上海)智能科技有限公司,宁波,宁波,0.0,本科,本科,3,系统运维,8,15,2,0,0,0,
46644,1,1,1,1,1,0.2,0.214286,0.428571,0.3,0.252224,1.0,1,0,408,517,史明,软件测试工程师,力鼎光电,漳州,厦门,44.6,本科,本科,2,1-3年,10,7,3,0,2,0,
46652,0,0,2,0,4,0.8,0.0,0.0,0.0,0.005652,0.010704,0,0,234,5432,顾健,工程课长,宜兰汽车配件制造（平湖）有限公司,泉州,嘉兴,685.0,本科,大专,7,3-5年,6,1,0,0,1,3,维度不满足(≥2项)
46653,0,0,2,1,3,0.6,0.0,0.0,0.0,0.019078,0.0,0,0,67,7158,胡子轩,应收应付会计,意尔康股份有限公司,三明,丽水,331.6,本科,大专,3,应收应付,9,4,0,0,2,2,维度不满足(≥2项)
46654,0,0,0,0,-1,-0.2,0.0,0.0,0.0,0.004332,0.0,0,0,460,3197,邵峰,招聘高级专员8：30-17：30—社保+包食宿,圆通速递有限公司,南京,泉州,799.6,大专,本科,0,1-3年,4,4,0,0,1,4,随机错位配对
46655,1,1,2,1,2,0.4,0.133333,0.285714,0.2,0.028142,0.056735,1,0,140,2344,林健,驻场运维工程师,福建鲸生数安信息科技有限公司,三明,漳州,194.6,本科,大专,5,3-5年,10,7,2,0,0,0,
46656,0,1,1,0,-2,-0.4,0.0,0.0,0.0,0.015883,0.050322,0,0,229,6506,刘安然,高级IE工程师,永艺股份,宁波,湖州,179.5,本科,本科,3,5-10年,8,3,0,0,0,2,维度不满足(≥2项)
46659,0,0,0,1,5,1.0,0.111111,0.333333,0.142857,0.009374,0.016926,1,0,65,6522,严梅,IT工程师(A102058),安庆英科医疗有限公司,苏州,安庆,349.0,大专,本科,5,桌面运维,7,3,1,0,1,2,维度不满足(≥2项)
46661,1,1,2,1,0,0.0,0.090909,0.333333,0.111111,0.062313,0.0,1,0,369,8320,韦安然,数据中心值班员（江苏太仓）,北京中科仙络智算科技股份有限公司,杭州,苏州,121.7,本科,大专,1,1-3年,9,3,1,0,1,0,
46663,1,1,1,1,0,0.0,0.111111,0.5,0.125,0.072167,0.0,1,0,302,1539,吕皓,硬件测试开发工程师（自动化方向）,福建睿能科技股份有限公司,莆田,福州,76.9,本科,本科,5,5-10年,8,2,1,0,1,0,
46665,1,1,1,1,1,0.2,0.090909,0.333333,0.111111,0.025967,0.035031,0,0,217,72,于慧,高级移动应用工程师,叠拓信息技术(北京)有限公司成都分公司,厦门,厦门,0.0,本科,本科,6,5-10年,9,3,1,0,2,0,
